Collection,All Books
Book Builder,4
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,1
Foldout Ingest Script,3
Approve,2
PDF Generation Script,0
Collection,Siege
Fiscal year,2012-09-01 - 2013-08-31
Period,2013-06-01 - 2013-06-30
jobs_created_this_fiscal_year,501
jobs_active_this_fiscal_year,363
books_done_this_period,0
jobs_killed_this_period,11
Scan,4
Select File Move Destination,0
Batch,0
Touchup,18
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,2
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,3
Book Builder,90
Associate rescans,1
Confirm Foldouts Done,2
Import Foldouts,1
Foldout Ingest Script,1
Approve,241
PDF Generation Script,0
Collection,Trans
Fiscal year,2012-09-01 - 2013-08-31
Period,2013-06-01 - 2013-06-30
jobs_created_this_fiscal_year,6
jobs_active_this_fiscal_year,1
books_done_this_period,2
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,1
PDF Generation Script,0
Collection,Big Books
Fiscal year,2012-09-01 - 2013-08-31
Period,2013-06-01 - 2013-06-30
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
